country,expense,year,life,continent
Cameroon,99.29319896,2002,51.6552682927,Africa
Canada,2887.67478556,2002,79.5902439024,North America
Central African Republic,29.67287685,2002,44.2534146341,Africa
Chad,76.47453369,2002,47.616097561,Africa
Chile,669.31955296,2002,77.5695853659,South America
Colombia,392.70909064,2002,71.5217317073,South America
Comoros,40.75929576,2002,59.5989268293,Africa
Costa Rica,649.33892563,2002,77.7094634146,North America
Croatia,813.37076832,2002,74.7173170732,Europe
Cuba,627.00124268,2002,77.1024634146,North America
Cyprus,1308.3673306,2002,78.2239512195,Asia
Czech Republic,1194.82823362,2002,75.2219512195,Europe
Denmark,2874.73162131,2002,76.8951219512,Europe
Djibouti,95.47276846,2002,57.2205609756,Africa
Dominica,309.14508327,2002,76.5975609756,North America
Dominican Republic,400.43008615,2002,71.051804878,North America
Ecuador,293.5757755,2002,73.492,South America
El Salvador,430.22283728,2002,69.2978780488,North America
Equatorial Guinea,353.9838916,2002,52.6863414634,Africa
Eritrea,55.77824595,2002,57.1028292683,Africa
Estonia,570.7947863,2002,70.9048780488,Europe
Ethiopia,25.01220334,2002,53.3482439024,Africa
Fiji,193.42869723,2002,67.967097561,Oceania
Finland,2152.33183074,2002,78.1195121951,Europe
France,2931.23463618,2002,79.2609756098,Europe
Gabon,452.36357859,2002,59.002804878,Africa
Georgia,247.59348657,2002,72.2110731707,Asia
Germany,2959.0455653,2002,78.2292682927,Europe
Ghana,92.99671508,2002,57.4204390244,Africa
Greece,1968.62008641,2002,78.6414634146,Europe
Grenada,534.69576771,2002,70.6907317073,North America
Guatemala,338.17216518,2002,68.6613658537,North America
Guinea,36.89839569,2002,51.3724146341,Africa
Guinea-Bissau,57.13523139,2002,51.7637073171,Africa
Guyana,252.14389719,2002,65.2352926829,South America
Haiti,74.75412073,2002,58.1993658537,North America
Honduras,213.49213184,2002,70.9110487805,North America
Hungary,1112.04366897,2002,72.3487804878,Europe
Iceland,3161.8066413,2002,80.5024390244,Europe
India,96.04216644,2002,63.399195122,Asia
Indonesia,114.27447734,2002,66.6082439024,Asia
Israel,1870.27369193,2002,79.4512195122,Asia
Italy,2299.90291958,2002,80.2292682927,Europe
Jamaica,303.7062767,2002,72.6750243902,North America
Japan,2137.32455964,2002,81.5634146341,Asia
Jordan,663.43614108,2002,72.1324878049,Asia
Kazakhstan,356.8607428,2002,65.9682926829,Asia
Kenya,79.9546703,2002,51.1596585366,Africa
Kiribati,129.79988309,2002,64.3644146341,Oceania
Kuwait,2136.8924982,2002,73.4531219512,Asia
Latvia,435.41347995,2002,70.9609756098,Europe
Lebanon,1003.5090714,2002,75.4146585366,Asia
Lesotho,95.55944167,2002,44.5434878049,Africa
Liberia,32.06361596,2002,52.810804878,Africa
Libya,853.7272089,2002,70.8855365854,Africa
Lithuania,682.48456304,2002,71.7609756098,Europe
Luxembourg,4778.59779185,2002,77.9658536585,Europe
Madagascar,54.88919924,2002,59.6991707317,Africa
Malawi,23.29901167,2002,45.0491219512,Africa
Malaysia,447.04996152,2002,73.2038292683,Asia
Maldives,349.41773073,2002,71.929195122,Asia
Mali,64.33308903,2002,50.0963658537,Africa
Malta,1587.38668003,2002,78.7390243902,Europe
Mauritania,115.37044635,2002,60.2044390244,Africa
Mauritius,409.27578618,2002,71.9658536585,Africa
Mexico,573.52202694,2002,74.7447073171,North America
Moldova,182.83118679,2002,67.2363902439,Europe
Mongolia,235.60746459,2002,63.8418292683,Asia
Montenegro,581.45802869,2002,73.2390487805,Europe
Morocco,211.28393556,2002,69.2564146341,Africa
Mozambique,35.58289563,2002,49.4360731707,Africa
Myanmar,28.31107519,2002,62.7073170732,Asia
Namibia,318.87663746,2002,54.105097561,Africa
Nepal,72.12752814,2002,63.686804878,Asia
New Zealand,1856.58464839,2002,78.8463414634,Oceania
Nicaragua,164.81231594,2002,70.5858780488,North America
Niger,40.07833716,2002,52.0213902439,Africa
Nigeria,94.0404402,2002,47.2197317073,Africa
Norway,3639.82860763,2002,78.987804878,Europe
Oman,1160.9212167,2002,73.2133170732,Asia
Pakistan,86.59611168,2002,63.2407560976,Asia
Panama,657.09087196,2002,75.4626829268,North America
Papua New Guinea,113.50853376,2002,59.5013902439,Oceania
Paraguay,323.6846009,2002,70.5974390244,South America
Peru,273.39673219,2002,71.3838780488,South America
Philippines,99.2937343,2002,66.9216585366,Asia
Poland,732.49662666,2002,74.4975609756,Europe
Portugal,1774.11766551,2002,77.0658536585,Europe
Qatar,2575.19262778,2002,76.7133170732,Asia
Romania,322.6671941,2002,71.0097560976,Europe
Rwanda,31.84700927,2002,50.604804878,Africa
Samoa,196.93400464,2002,70.1284146341,Oceania
San Marino,2693.5484402,2002,81.1195121951,Europe
Saudi Arabia,1183.57050222,2002,72.8714634146,Asia
Senegal,79.81765292,2002,58.5961707317,Africa
Serbia,547.35827201,2002,72.2853658537,Europe
Seychelles,610.0683395,2002,72.9536585366,Africa
Sierra Leone,108.72563902,2002,40.642902439,Africa
Singapore,1215.45687132,2002,78.5512195122,Asia
Slovenia,1704.06889897,2002,76.0073170732,Europe
Solomon Islands,73.5705337,2002,64.0623658537,Oceania
South Africa,669.09104211,2002,53.441195122,Africa
Spain,1756.90815312,2002,79.5682926829,Europe
Sri Lanka,162.36621158,2002,72.6101463415,Asia
Sudan,88.44090525,2002,58.6755609756,Africa
Suriname,609.59076109,2002,68.1439756098,South America
Swaziland,225.75478188,2002,46.5233170732,Africa
Sweden,2706.65103263,2002,79.8463414634,Europe
Switzerland,3687.65424054,2002,80.3853658537,Europe
Tajikistan,51.54593276,2002,64.510902439,Asia
Tanzania,58.85370512,2002,52.229804878,Africa
Thailand,360.22051508,2002,71.1182439024,Asia
Togo,40.22535355,2002,53.6732439024,Africa
Tonga,202.1193134,2002,71.0366829268,Oceania
Trinidad and Tobago,813.34079494,2002,68.7104390244,North America
Tunisia,335.45425342,2002,73.0,Africa
Turkey,467.36603457,2002,71.0819756098,Asia
Turkmenistan,150.48484104,2002,64.1376097561,Asia
Uganda,88.40907421,2002,48.4755853659,Africa
Ukraine,291.93034713,2002,68.2756097561,Europe
United Arab Emirates,2258.16407038,2002,74.9682682927,Asia
United Kingdom,2201.32993623,2002,78.143902439,Europe
United States,5575.82983061,2002,76.9365853659,North America
Uruguay,673.67217976,2002,75.0955609756,South America
Uzbekistan,117.76503203,2002,67.1083658537,Asia
Vanuatu,71.53693466,2002,68.2999512195,Oceania
Vietnam,109.63823854,2002,73.5765609756,Asia
Zambia,125.30315267,2002,45.3066585366,Africa
Zimbabwe,123.39230579,2002,40.6791463415,Africa
Afghanistan,89.44017773,2003,56.2352926829,Asia
Albania,325.28224179,2003,75.5232926829,Europe
Algeria,346.54772529,2003,71.421,Africa
Angola,130.48368471,2003,47.3931707317,Africa
Antigua and Barbuda,744.85269878,2003,74.0217804878,North America
Argentina,710.74902095,2003,74.3412682927,South America
Armenia,195.30987465,2003,72.6095853659,Asia
Australia,2696.32230032,2003,80.2390243902,Oceania
Austria,3295.58733612,2003,78.6317073171,Europe
Azerbaijan,319.26263074,2003,68.0036829268,Asia
Bahrain,1397.71984073,2003,75.1177073171,Asia
Bangladesh,37.53835868,2003,67.0001463415,Asia
Barbados,703.49674562,2003,73.7071707317,North America
Belarus,487.51933521,2003,68.5536585366,Europe
Belgium,2828.23305347,2003,78.1292682927,Europe
Belize,293.90952068,2003,68.6971219512,North America
Benin,61.96274667,2003,56.2080731707,Africa
Bhutan,174.817784,2003,63.303,Asia
Bolivia,201.95123356,2003,62.3989756098,South America
Bosnia and Herzegovina,426.86131547,2003,74.8243658537,Europe
Botswana,431.45542173,2003,50.5245121951,Africa
Brazil,670.82559275,2003,71.2018780488,South America
Brunei Darussalam,2014.47710957,2003,75.8461707317,Asia
Bulgaria,624.95329988,2003,72.0658536585,Europe
Burkina Faso,54.18894418,2003,52.0080731707,Africa
Burundi,30.25593705,2003,52.1453170732,Africa
Cambodia,91.76420136,2003,61.1375853659,Asia
Cameroon,104.99663753,2003,51.6390487805,Africa
Canada,3073.75767295,2003,79.8390243902,North America
Central African Republic,29.14289984,2003,44.277804878,Africa
Chad,56.74741646,2003,47.6818536585,Africa
Chile,794.08544232,2003,77.9329756098,South America
Colombia,428.88185647,2003,71.776902439,South America
Comoros,44.6369474,2003,59.720804878,Africa
Costa Rica,713.87477293,2003,77.8404634146,North America
Croatia,893.04936981,2003,74.613902439,Europe
Cuba,643.59507582,2003,77.3639512195,North America
Cyprus,1495.0838494,2003,78.3458536585,Asia
Czech Republic,1342.18403313,2003,75.1707317073,Europe
Denmark,2902.63880518,2003,77.143902439,Europe
Djibouti,113.07842244,2003,57.4112195122,Africa
Dominican Republic,383.57925763,2003,71.2668292683,North America
Ecuador,423.72719866,2003,73.727804878,South America
El Salvador,430.28619668,2003,69.5895365854,North America
Equatorial Guinea,432.70866568,2003,52.9896829268,Africa
Eritrea,46.50221267,2003,57.6026829268,Africa
Estonia,650.13938011,2003,71.3170731707,Europe
Ethiopia,23.77366821,2003,54.2192195122,Africa
Fiji,191.64305402,2003,68.1431463415,Oceania
Finland,2258.10453799,2003,78.3682926829,Europe
France,2947.41952613,2003,79.1146341463,Europe
Gabon,498.73033772,2003,59.0190731707,Africa
Georgia,276.01011268,2003,72.4902439024,Asia
Germany,3116.67790373,2003,78.3804878049,Europe
Ghana,99.44232899,2003,57.7851707317,Africa
Greece,2036.14948246,2003,78.8414634146,Europe
Grenada,525.82970617,2003,70.9160243902,North America
Guatemala,354.30986626,2003,69.041195122,North America
Guinea,34.27054268,2003,51.6351463415,Africa
Guinea-Bissau,57.98300399,2003,51.9367804878,Africa
Guyana,260.59989861,2003,65.3577560976,South America
Haiti,73.25600721,2003,58.4952439024,North America
Honduras,254.2883669,2003,71.1029512195,North America
Hungary,1315.55151142,2003,72.3,Europe
Iceland,3207.60066356,2003,80.9634146341,Europe
India,101.45563943,2003,63.7745365854,Asia
Indonesia,134.57625144,2003,66.788804878,Asia
Iraq,66.65045976,2003,68.7573170732,Asia
Israel,1750.57616066,2003,79.6487804878,Asia
Italy,2334.11575386,2003,79.9829268293,Europe
Jamaica,303.70680859,2003,72.9029268293,North America
Japan,2234.58053727,2003,81.76,Asia
Jordan,652.81188121,2003,72.3046097561,Asia
Kazakhstan,403.27174315,2003,65.8658536585,Asia
Kenya,80.15061759,2003,51.7487073171,Africa
Kiribati,148.35015528,2003,64.5271463415,Oceania
Kuwait,2257.34358584,2003,73.5180731707,Asia
Latvia,463.6157556,2003,71.2658536585,Europe
Lebanon,918.60703558,2003,75.9033170732,Asia
Lesotho,104.56372956,2003,43.8247560976,Africa
Liberia,13.68047553,2003,53.3286585366,Africa
Libya,847.42845834,2003,71.0743414634,Africa
Lithuania,786.48236477,2003,72.0609756098,Europe
Luxembourg,4698.78907419,2003,77.7268292683,Europe
Madagascar,54.2230147,2003,60.2355121951,Africa
Malawi,32.17386179,2003,45.8803170732,Africa
Malaysia,549.85376144,2003,73.3492926829,Asia
Maldives,407.96058563,2003,72.8073414634,Asia
Mali,68.61108664,2003,50.859804878,Africa
Malta,1687.55830944,2003,78.5463414634,Europe
Mauritania,103.11910696,2003,60.3254390244,Africa
Mauritius,421.08589467,2003,72.121300813,Africa
Mexico,655.28425643,2003,74.9375121951,North America
Moldova,197.45798166,2003,67.3873902439,Europe
Mongolia,270.55436616,2003,64.2962682927,Asia
Montenegro,649.24938195,2003,73.3211707317,Europe
Morocco,224.5619295,2003,69.6453658537,Africa
Mozambique,37.03239195,2003,49.8115853659,Africa
Myanmar,31.23043073,2003,63.0020731707,Asia
Namibia,354.50005472,2003,54.2789756098,Africa
Nepal,73.81387237,2003,64.3204390244,Asia
New Zealand,1867.44487336,2003,79.1463414634,Oceania
Nicaragua,182.01413048,2003,71.025,North America
Niger,40.10101225,2003,52.6545609756,Africa
Nigeria,199.10157991,2003,47.6377317073,Africa
Norway,3852.60997228,2003,79.3902439024,Europe
Oman,1119.88553592,2003,73.6244146341,Asia
Pakistan,85.65948832,2003,63.4583414634,Asia
Panama,649.4860241,2003,75.6353170732,North America
Papua New Guinea,105.42651113,2003,59.8797804878,Oceania
Paraguay,299.03646422,2003,70.8423902439,South America
Peru,267.09683523,2003,71.7764878049,South America
Philippines,121.17379277,2003,67.0389268293,Asia
Poland,749.08000469,2003,74.5975609756,Europe
Portugal,1893.89332393,2003,77.2195121951,Europe
Qatar,3963.07107793,2003,76.8146829268,Asia
Romania,412.22558263,2003,71.3097560976,Europe
Rwanda,49.19992842,2003,51.8120731707,Africa
Samoa,195.92681709,2003,70.4262682927,Oceania
San Marino,2573.9904794,2003,81.2195121951,Europe
Saudi Arabia,1183.65873874,2003,72.9946097561,Asia
Senegal,90.12923524,2003,59.1276829268,Africa
Serbia,586.93333123,2003,72.4365853659,Europe
Seychelles,633.60580884,2003,71.0292682927,Africa
Sierra Leone,112.82593823,2003,41.6491219512,Africa
Singapore,1604.88833155,2003,79.0390243902,Asia
Slovenia,1803.07515471,2003,76.8585365854,Europe
Solomon Islands,76.76138703,2003,64.614097561,Oceania
South Africa,706.79423942,2003,52.5237560976,Africa
Spain,1989.41405653,2003,79.6195121951,Europe
Sri Lanka,176.96463621,2003,73.2223170732,Asia
Sudan,100.77592892,2003,59.0502439024,Africa
Suriname,609.53704895,2003,68.3296341463,South America
Swaziland,259.17655237,2003,45.958097561,Africa
Sweden,2842.92584387,2003,80.0951219512,Europe
Switzerland,3797.76603769,2003,80.5365853659,Europe
Tajikistan,56.99702779,2003,65.002,Asia
Tanzania,70.49730626,2003,53.2841707317,Africa
Thailand,396.4794071,2003,71.4339268293,Asia
Togo,51.5122285,2003,53.8871219512,Africa
Tonga,211.82207974,2003,71.1754390244,Oceania
Trinidad and Tobago,968.87633712,2003,68.7842682927,North America
Tunisia,360.40555864,2003,73.0512195122,Africa
Turkey,473.20095217,2003,71.574195122,Asia
Turkmenistan,181.09643455,2003,64.2403902439,Asia
Uganda,90.43761449,2003,49.587804878,Africa
Ukraine,364.31487476,2003,68.2107317073,Europe
United Arab Emirates,2282.94322194,2003,75.2172195122,Asia
United Kingdom,2356.37517369,2003,78.4463414634,Europe
United States,5995.08222626,2003,77.0365853659,North America
Uruguay,628.99644859,2003,75.2845121951,South America
Uzbekistan,117.7712493,2003,67.1866097561,Asia
Vanuatu,84.63438411,2003,68.6517073171,Oceania
Vietnam,121.98527618,2003,73.7725365854,Asia
Zambia,157.2664079,2003,46.5386341463,Africa
Zimbabwe,103.52133784,2003,40.7024878049,Africa
Afghanistan,87.52090345,2004,56.6263170732,Asia
Albania,361.8436802,2004,75.8312195122,Europe
Algeria,360.8093318,2004,71.8162682927,Africa
Angola,153.300672,2004,48.0035121951,Africa
Antigua and Barbuda,740.17131749,2004,74.2261463415,North America
Argentina,785.40882672,2004,74.5187804878,South America
Armenia,219.94507109,2004,72.9737560976,Asia
Australia,2918.11418559,2004,80.4902439024,Oceania
Austria,3482.55408563,2004,79.1804878049,Europe
Azerbaijan,431.6080699,2004,68.470195122,Asia
Bahrain,1303.46937445,2004,75.2732195122,Asia
Bangladesh,41.62295918,2004,67.497195122,Asia
Barbados,718.08955843,2004,73.8680243902,North America
Belarus,561.69550246,2004,68.956097561,Europe
Belgium,2914.18779372,2004,78.8780487805,Europe
Belize,298.49716182,2004,68.8848292683,North America
Benin,62.57837798,2004,56.6331707317,Africa
Bhutan,166.16700281,2004,64.1361707317,Asia
Bolivia,208.78735946,2004,62.9686341463,South America
Bosnia and Herzegovina,527.70478885,2004,74.9594878049,Europe
Botswana,537.03878327,2004,52.3563170732,Africa
Brazil,731.48273815,2004,71.532,South America
Brunei Darussalam,1988.17994995,2004,76.0241219512,Asia
Bulgaria,651.96341344,2004,72.5634146341,Europe
Burkina Faso,64.98683798,2004,52.7677804878,Africa
Burundi,42.60212761,2004,52.3963902439,Africa
Cambodia,97.64608352,2004,62.0736097561,Asia
Cameroon,103.71005682,2004,51.7164878049,Africa
Canada,3232.4532998,2004,80.1414634146,North America
Central African Republic,29.7197867,2004,44.4396829268,Africa
Chad,78.18543025,2004,47.7958292683,Africa
Chile,815.96120143,2004,78.2893902439,South America
Colombia,415.285642,2004,72.0249512195,South America
Comoros,49.49849521,2004,59.8887560976,Africa
Costa Rica,696.4029689,2004,77.9653658537,North America
Croatia,990.13250908,2004,75.5202439024,Europe
Cuba,679.15644848,2004,77.6446829268,North America
Cyprus,1510.87898926,2004,78.4657560976,Asia
Czech Republic,1388.45176897,2004,75.7219512195,Europe
Denmark,3128.6379281,2004,77.4926829268,Europe
Djibouti,128.16997457,2004,57.6636341463,Africa
Dominican Republic,304.27949858,2004,71.4835365854,North America
Ecuador,445.77807298,2004,73.9423170732,South America
El Salvador,430.25650818,2004,69.8827317073,North America
Equatorial Guinea,638.6116958,2004,53.3157804878,Africa
Eritrea,42.02964394,2004,58.0928292683,Africa
Estonia,749.68048577,2004,71.9097560976,Europe
Ethiopia,24.6384633,2004,55.1898292683,Africa
Fiji,222.67517491,2004,68.3176829268,Oceania
Finland,2456.82624375,2004,78.7146341463,Europe
France,3079.13523266,2004,80.1634146341,Europe
Gabon,472.22885122,2004,59.1737804878,Africa
Georgia,305.26626868,2004,72.7502926829,Asia
Germany,3183.61507546,2004,78.6804878049,Europe
Ghana,133.98169433,2004,58.2223658537,Africa
Greece,2095.83110927,2004,79.0390243902,Europe
Grenada,475.46958761,2004,71.142804878,North America
Guatemala,360.73443507,2004,69.366902439,North America
Guinea,32.17431993,2004,52.0410731707,Africa
Guinea-Bissau,57.73895148,2004,52.1260487805,Africa
Guyana,265.60212197,2004,65.4736585366,South America
Haiti,75.45077754,2004,58.8209268293,North America
Honduras,259.02882408,2004,71.2928292683,North America
Hungary,1329.83883675,2004,72.6487804878,Europe
Iceland,3368.86338114,2004,80.9975609756,Europe
India,108.73348357,2004,64.147804878,Asia
Indonesia,133.91969816,2004,66.9748780488,Asia
Iraq,136.06767139,2004,68.5601219512,Asia
Israel,1834.01049732,2004,80.1463414634,Asia
Italy,2453.7509372,2004,80.7804878049,Europe
Jamaica,332.07000441,2004,73.1556097561,North America
Japan,2359.95332661,2004,82.0302439024,Asia
Jordan,702.19655922,2004,72.4737560976,Asia
Kazakhstan,480.69332032,2004,65.887804878,Asia
Kenya,81.34194075,2004,52.5522439024,Africa
Kiribati,160.77605581,2004,64.6652926829,Oceania
Kuwait,2121.16747962,2004,73.583,Asia
Latvia,544.74773664,2004,72.0268292683,Europe
Lebanon,946.79770319,2004,76.3801219512,Asia
Lesotho,106.61361242,2004,43.5334634146,Africa
Liberia,33.39454551,2004,54.0962439024,Africa
Libya,693.74271829,2004,71.276804878,Africa
Lithuania,747.07832564,2004,71.9609756098,Europe
Luxembourg,5365.90253735,2004,79.1219512195,Europe
Madagascar,57.81357573,2004,60.7287073171,Africa
Malawi,41.59276487,2004,46.9573414634,Africa
Malaysia,560.97388167,2004,73.4812195122,Asia
Maldives,471.22776829,2004,73.6175853659,Asia
Mali,74.09065387,2004,51.7010731707,Africa
Malta,1818.21941683,2004,79.2536585366,Europe
Mauritania,112.97688353,2004,60.475097561,Africa
Mauritius,470.93044211,2004,72.2767479675,Africa
Mexico,703.41841991,2004,75.1154878049,North America
Moldova,225.23401654,2004,67.5245121951,Europe
Mongolia,295.04408607,2004,64.7349512195,Asia
Montenegro,659.1660418,2004,73.4337804878,Europe
Morocco,237.9104231,2004,70.0388292683,Africa
Mozambique,37.17365605,2004,50.2096341463,Africa
Myanmar,36.16834998,2004,63.2832195122,Asia
Namibia,401.17267929,2004,54.9234634146,Africa
Nepal,83.19605588,2004,64.9225853659,Asia
New Zealand,1991.53174138,2004,79.5487804878,Oceania
Nicaragua,194.71256041,2004,71.442902439,North America
Niger,41.39706123,2004,53.2824390244,Africa
Nigeria,245.92971337,2004,48.1256585366,Africa
Norway,4091.26267143,2004,79.8414634146,Europe
Oman,1064.96007099,2004,74.023,Asia
Pakistan,90.7982118,2004,63.6674634146,Asia
Panama,749.42562348,2004,75.8037560976,North America
Papua New Guinea,135.42823706,2004,60.265,Oceania
Paraguay,303.40701721,2004,71.0711707317,South America
Peru,282.22202504,2004,72.136195122,South America
Philippines,129.53191551,2004,67.154195122,Asia
Poland,807.21718057,2004,74.8463414634,Europe
Portugal,1999.42415578,2004,77.6707317073,Europe
Qatar,3845.8469376,2004,76.9160731707,Asia
Romania,482.66213767,2004,71.5942756098,Europe
Rwanda,52.37413747,2004,53.1976341463,Africa
Samoa,197.75128393,2004,70.7146097561,Oceania
San Marino,2595.52122772,2004,81.7219512195,Europe
Saudi Arabia,1150.65083103,2004,73.0934634146,Asia
Senegal,100.40262128,2004,59.7185121951,Africa
Serbia,668.11191712,2004,72.6829268293,Europe
Seychelles,557.9932512,2004,72.6097560976,Africa
Sierra Leone,117.42653886,2004,42.639195122,Africa
Singapore,1537.68466523,2004,79.4902439024,Asia
Slovenia,1886.91693294,2004,77.2073170732,Europe
Solomon Islands,75.77815952,2004,65.1128780488,Oceania
South Africa,718.25592236,2004,51.8737560976,Africa
Spain,2096.28023195,2004,79.8707317073,Europe
Sri Lanka,206.00714177,2004,73.6802926829,Asia
Sudan,114.8036735,2004,59.4381463415,Africa
Suriname,707.93603336,2004,68.5659756098,South America
Swaziland,280.80534974,2004,45.7453414634,Africa
Sweden,2960.40614879,2004,80.4975609756,Europe
Switzerland,3950.55296258,2004,81.087804878,Europe
Tajikistan,71.93300909,2004,65.5370243902,Asia
Tanzania,76.66327854,2004,54.4162439024,Africa
Thailand,411.53933693,2004,71.7864634146,Asia
Togo,53.26115755,2004,54.1632195122,Africa
Tonga,208.57677258,2004,71.3144390244,Oceania
Trinidad and Tobago,1089.33065854,2004,68.8718292683,North America
Tunisia,407.44936316,2004,73.3024390244,Africa
Turkey,549.48219072,2004,72.0298780488,Asia
Turkmenistan,202.39363836,2004,64.3374390244,Asia
Uganda,101.21861326,2004,50.7012439024,Africa
Ukraine,403.10091944,2004,68.1853658537,Europe
United Arab Emirates,2183.0461741,2004,75.4572682927,Asia
United Kingdom,2559.99379052,2004,78.7463414634,Europe
United States,6369.43110795,2004,77.487804878,North America
Uruguay,1207.55193457,2004,75.4644146341,South America
Uzbekistan,127.54963692,2004,67.2650243902,Asia
Vanuatu,90.26681591,2004,68.99,Oceania
Vietnam,140.41155156,2004,73.9590243902,Asia
Zambia,151.0000622,2004,47.9323902439,Africa
Zimbabwe,108.8578958,2004,41.0593414634,Africa
Afghanistan,88.32306226,2005,57.0272439024,Asia
Albania,380.41578445,2005,76.0816097561,Europe
Algeria,355.14001347,2005,72.1965609756,Africa
Angola,157.52116297,2005,48.538804878,Africa
Antigua and Barbuda,840.87680842,2005,74.4254390244,North America
Argentina,891.68327477,2005,74.687804878,South America
Armenia,247.70259865,2005,73.2873902439,Asia
Australia,3031.4106774,2005,80.8414634146,Oceania
Austria,3552.92090518,2005,79.3317073171,Europe
Azerbaijan,552.45940566,2005,68.9372682927,Asia
Bahrain,1255.98043273,2005,75.4221463415,Asia
Bangladesh,46.16724735,2005,67.9718536585,Asia
Barbados,723.1964006,2005,74.0303414634,North America
Belarus,666.90750464,2005,68.8512195122,Europe
Belgium,2985.25359178,2005,78.9804878049,Europe
Belize,312.13978879,2005,69.0863658537,North America
Benin,66.76049374,2005,57.0659756098,Africa
Bhutan,214.41611331,2005,64.9184390244,Asia
Bolivia,240.26563492,2005,63.5397804878,South America
Bosnia and Herzegovina,544.8289626,2005,75.0935365854,Europe
Botswana,577.47120501,2005,54.5522195122,Africa
Brazil,899.49847608,2005,71.8396341463,South America
Brunei Darussalam,1768.16322402,2005,76.2134634146,Asia
Bulgaria,721.59620038,2005,72.5609756098,Europe
Burkina Faso,75.3896944,2005,53.5813170732,Africa
Burundi,59.34786042,2005,52.6969512195,Africa
Cambodia,102.03902716,2005,62.9677073171,Asia
Cameroon,107.19515016,2005,51.8890487805,Africa
Canada,3469.04254357,2005,80.2926829268,North America
Central African Republic,31.83783487,2005,44.738097561,Africa
Chad,62.43452782,2005,47.973902439,Africa
Chile,853.65775375,2005,78.6382926829,South America
Colombia,479.71084551,2005,72.2639268293,South America
Comoros,55.91710481,2005,60.1097804878,Africa
Costa Rica,745.43296098,2005,78.0866585366,North America
Croatia,1103.83464457,2005,75.2446341463,Europe
Cuba,1192.88647433,2005,77.9321463415,North America
Cyprus,1599.97373517,2005,78.5896097561,Asia
Czech Republic,1479.93172737,2005,75.9243902439,Europe
Denmark,3248.01957278,2005,77.843902439,Europe
Djibouti,143.54639506,2005,57.9842926829,Africa
Dominican Republic,336.64438475,2005,71.7003902439,North America
Ecuador,450.12004639,2005,74.1379756098,South America
El Salvador,451.48075267,2005,70.1789268293,North America
Equatorial Guinea,506.93046637,2005,53.6745853659,Africa
Eritrea,40.76206719,2005,58.5924146341,Africa
Estonia,823.8641548,2005,72.5682926829,Europe
Ethiopia,27.44203037,2005,56.2365609756,Africa
Fiji,230.47418154,2005,68.4917804878,Oceania
Finland,2593.50706668,2005,78.8170731707,Europe
France,3240.66942948,2005,80.1634146341,Europe
Gabon,419.24412257,2005,59.4680487805,Africa
Georgia,351.91494629,2005,72.9902439024,Asia
Germany,3383.71807476,2005,78.9317073171,Europe
Ghana,163.52329684,2005,58.7010487805,Africa
Greece,2359.06219128,2005,79.2390243902,Europe
Grenada,582.80437271,2005,71.372097561,North America
Guatemala,376.47516422,2005,69.6459756098,North America
Guinea,30.11027449,2005,52.5866097561,Africa
Guinea-Bissau,64.22638215,2005,52.3392926829,Africa
Guyana,273.30976447,2005,65.5825121951,South America
Haiti,61.29417516,2005,59.1784634146,North America
Honduras,275.69457871,2005,71.4821707317,North America
Hungary,1432.1922784,2005,72.6487804878,Europe
Iceland,3340.09126702,2005,81.5024390244,Europe
India,122.50812367,2005,64.5238780488,Asia
Indonesia,169.85419684,2005,67.1685609756,Asia
Iraq,109.30025544,2005,68.3816829268,Asia
Israel,1829.32032637,2005,80.1512195122,Asia
Italy,2587.33351657,2005,80.7829268293,Europe
Jamaica,285.18436267,2005,73.4280243902,North America
Japan,2490.66938769,2005,81.9251219512,Asia
Jordan,745.69566163,2005,72.638902439,Asia
Kazakhstan,554.79502643,2005,65.9097560976,Asia
Kenya,88.11569198,2005,53.5198292683,Africa
Kiribati,157.24796629,2005,64.7823658537,Oceania
Kuwait,1990.36328375,2005,73.6514146341,Asia
Latvia,593.69157509,2005,71.356097561,Europe
Lebanon,918.92592804,2005,76.8325853659,Asia
Lesotho,101.44138261,2005,43.6577317073,Africa
Liberia,33.65925069,2005,55.0661707317,Africa
Libya,602.85181068,2005,71.471,Africa
Lithuania,846.9531222,2005,71.2536585366,Europe
Luxembourg,5475.08722901,2005,79.4317073171,Europe
Madagascar,62.38910781,2005,61.1872926829,Africa
Malawi,45.09145268,2005,48.2759268293,Africa
Malaysia,526.45850477,2005,73.6006097561,Asia
Maldives,713.22635544,2005,74.3323414634,Asia
Mali,80.18927412,2005,52.5797073171,Africa
Malta,1993.7680404,2005,79.3,Europe
Mauritania,110.39375691,2005,60.6603658537,Africa
Mauritius,509.7647226,2005,72.432195122,Africa
Mexico,750.37685211,2005,75.282097561,North America
Moldova,270.06789252,2005,67.6780731707,Europe
Mongolia,273.82846264,2005,65.1669268293,Asia
Montenegro,708.86869574,2005,73.5842926829,Europe
Morocco,242.88279202,2005,70.4398292683,Africa
Mozambique,47.04905304,2005,50.6416097561,Africa
Myanmar,39.09499933,2005,63.5552682927,Asia
Namibia,474.35165016,2005,55.9774390244,Africa
Nepal,86.29401818,2005,65.4942926829,Asia
New Zealand,2134.65828182,2005,79.8512195122,Oceania
Nicaragua,206.3816628,2005,71.838097561,North America
Niger,48.52627033,2005,53.9368536585,Africa
Nigeria,242.76002997,2005,48.6664878049,Africa
Norway,4316.98581622,2005,80.0414634146,Europe
