country,expense,year,life,continent
Montenegro,460.555622,1998,73.3638536585,Europe
Morocco,132.92700733,1998,67.7989268293,Africa
Mozambique,19.41972388,1998,47.7569268293,Africa
Myanmar,13.53064945,1998,61.4144390244,Asia
Namibia,277.65305214,1998,57.2774634146,Africa
Nepal,72.74001422,1998,60.8476097561,Asia
New Zealand,1452.99543906,1998,78.0853658537,Oceania
Nicaragua,138.2623079,1998,68.728804878,North America
Niger,41.28029933,1998,49.2802926829,Africa
Nigeria,119.97172601,1998,46.3156585366,Africa
Norway,2543.64397513,1998,78.3292682927,Europe
Oman,1189.25796192,1998,71.4516829268,Asia
Pakistan,93.31421127,1998,62.2676097561,Asia
Panama,529.28176192,1998,74.7208292683,North America
Papua New Guinea,57.27941854,1998,58.1895121951,Oceania
Paraguay,315.68791914,1998,69.5614634146,South America
Peru,223.35135077,1998,69.536804878,South America
Philippines,100.11115424,1998,66.4421707317,Asia
Poland,553.43238212,1998,72.9975609756,Europe
Portugal,1208.93924558,1998,75.712195122,Europe
Qatar,2787.90114521,1998,76.2555609756,Asia
Romania,199.38113085,1998,69.8073170732,Europe
Rwanda,30.27456162,1998,43.415195122,Africa
Samoa,157.6352341,1998,68.764804878,Oceania
San Marino,2314.50372115,1998,80.1731707317,Europe
Saudi Arabia,904.74959277,1998,72.0401707317,Asia
Senegal,55.53519661,1998,57.3591463415,Africa
Sierra Leone,85.63901378,1998,37.046804878,Africa
Singapore,1142.59534965,1998,77.3,Asia
Slovenia,1223.56247957,1998,74.8073170732,Europe
Solomon Islands,57.68329953,1998,61.5436341463,Oceania
South Africa,608.31858427,1998,58.4430243902,Africa
Spain,1384.85365204,1998,78.6658536585,Europe
Sri Lanka,130.40949495,1998,69.8506585366,Asia
Sudan,80.62970646,1998,57.3443902439,Africa
Suriname,845.22667095,1998,67.8664146341,South America
Swaziland,218.06997931,1998,51.7894390244,Africa
Sweden,1981.5100498,1998,79.3390243902,Europe
Switzerland,2984.93729316,1998,79.3243902439,Europe
Tajikistan,29.50625931,1998,63.0656829268,Asia
Tanzania,34.33121799,1998,49.3045121951,Africa
Thailand,262.99607297,1998,70.3626341463,Asia
Togo,38.67742315,1998,53.6964878049,Africa
Tonga,156.38350049,1998,70.4928536585,Oceania
Trinidad and Tobago,512.49215026,1998,68.5113170732,North America
Tunisia,278.49154246,1998,72.0512195122,Africa
Turkey,309.81007352,1998,68.8122682927,Asia
Turkmenistan,171.2463172,1998,63.5824634146,Asia
Uganda,56.14149506,1998,44.859097561,Africa
Ukraine,227.18811022,1998,67.9887804878,Europe
United Arab Emirates,2335.26184815,1998,73.9202195122,Asia
United Kingdom,1553.69137871,1998,77.1902439024,Europe
United States,4302.44109902,1998,76.5804878049,North America
Uruguay,918.16949929,1998,74.2381707317,South America
Uzbekistan,113.57485138,1998,66.7087804878,Asia
Vanuatu,75.99398087,1998,66.751195122,Oceania
Vietnam,87.96948128,1998,72.6645121951,Asia
Zambia,109.93016581,1998,42.432902439,Africa
Albania,263.70931176,1999,73.7933902439,Europe
Algeria,265.38824248,1999,69.7629268293,Africa
Angola,82.08157415,1999,44.439,Africa
Antigua and Barbuda,680.38248392,1999,73.1860243902,North America
Argentina,848.43376896,1999,73.5442682927,South America
Armenia,120.65929368,1999,70.767097561,Asia
Australia,2121.67752034,1999,78.9317073171,Oceania
Austria,2773.20651122,1999,77.8756097561,Europe
Azerbaijan,166.63949031,1999,66.3554878049,Asia
Bahrain,1658.84621216,1999,74.4060731707,Asia
Bangladesh,28.32415664,1999,64.7238292683,Asia
Barbados,553.60432948,1999,73.0485853659,North America
Belarus,329.54826166,1999,67.9073170732,Europe
Belgium,2050.60945718,1999,77.6195121951,Europe
Belize,181.06486576,1999,68.4895121951,North America
Benin,53.31409853,1999,54.9987804878,Africa
Bhutan,186.10060617,1999,59.7620731707,Asia
Bolivia,210.59778468,1999,60.1214146341,South America
Bosnia and Herzegovina,364.13712398,1999,73.9096341463,Europe
Botswana,329.37667959,1999,49.4864878049,Africa
Brazil,592.55133514,1999,69.5912926829,South America
Brunei Darussalam,2193.98984496,1999,75.0854146341,Asia
Bulgaria,337.60142179,1999,71.412195122,Europe
Burkina Faso,42.68722869,1999,50.0207073171,Africa
Burundi,30.70990998,1999,51.1492439024,Africa
Cambodia,55.93190186,1999,57.528804878,Asia
Cameroon,81.4090631,1999,52.1738536585,Africa
Canada,2427.16263219,1999,78.8829268293,North America
Central African Republic,27.34436325,1999,44.9431463415,Africa
Chad,47.25389665,1999,47.5740731707,Africa
Chile,579.02628055,1999,76.4359756098,South America
Colombia,542.58367158,1999,70.7005609756,South America
Comoros,40.68341733,1999,59.3656829268,Africa
Costa Rica,507.80339771,1999,77.2643658537,North America
Croatia,736.09181203,1999,72.6419512195,Europe
Cuba,494.04353329,1999,76.4258780488,North America
Cyprus,1007.4179456,1999,77.837804878,Asia
Czech Republic,937.91832904,1999,74.6682926829,Europe
Denmark,2414.46784241,1999,76.3414634146,Europe
Djibouti,101.46931786,1999,56.9814634146,Africa
Dominican Republic,339.68004655,1999,70.4421463415,North America
Ecuador,219.72901825,1999,72.6352439024,South America
El Salvador,400.42555715,1999,68.4354146341,North America
Equatorial Guinea,214.81799743,1999,51.808902439,Africa
Eritrea,66.52910658,1999,55.4116829268,Africa
Estonia,512.60874777,1999,70.0634146341,Europe
Ethiopia,18.41877691,1999,51.3575853659,Africa
Fiji,160.77657548,1999,67.4201219512,Oceania
Finland,1743.26398065,1999,77.2912195122,Europe
France,2403.72746282,1999,78.756097561,Europe
Gabon,499.64617622,1999,59.6413170732,Africa
Georgia,144.06720826,1999,71.3072195122,Asia
Germany,2594.38278942,1999,77.7268292683,Europe
Ghana,82.31670072,1999,56.9537073171,Africa
Greece,1470.58411575,1999,77.987804878,Europe
Grenada,572.39449194,1999,70.0442926829,North America
Guatemala,198.79762506,1999,67.215195122,North America
Guinea,29.75166047,1999,51.3356341463,Africa
Guinea-Bissau,55.62809172,1999,51.2904634146,Africa
Guyana,187.58877133,1999,64.8319268293,South America
Haiti,76.83108972,1999,57.4262682927,North America
Honduras,161.72781214,1999,70.245804878,North America
Hungary,808.62564572,1999,70.6770731707,Europe
Iceland,2774.08327078,1999,79.3512195122,Europe
India,77.11339334,1999,62.2270731707,Asia
Indonesia,96.4589749,1999,66.0494634146,Asia
Israel,1605.59296586,1999,78.6585365854,Asia
Italy,1920.51964036,1999,79.4243902439,Europe
Jamaica,316.37612705,1999,72.1846585366,North America
Japan,1826.15805981,1999,80.5707317073,Asia
Jordan,547.61631027,1999,71.605097561,Asia
Kazakhstan,296.28547152,1999,65.5195121951,Asia
Kenya,71.54775588,1999,51.0713902439,Africa
Kiribati,112.34834974,1999,63.7026097561,Oceania
Kuwait,2100.34129383,1999,73.2388536585,Asia
Latvia,333.8082407,1999,69.7429268293,Europe
Lebanon,1051.72481288,1999,73.9448292683,Asia
Lesotho,81.89648075,1999,49.0226097561,Africa
Liberia,18.58440422,1999,52.3011707317,Africa
Libya,678.00516356,1999,70.4518536585,Africa
Lithuania,495.52236029,1999,71.5707317073,Europe
Luxembourg,2882.6230356,1999,77.7707317073,Europe
Madagascar,50.22857323,1999,57.7717317073,Africa
Malawi,32.71833492,1999,43.8616097561,Africa
Malaysia,346.59505372,1999,72.6792195122,Asia
Maldives,264.87656115,1999,69.1146097561,Asia
Mali,62.97421264,1999,48.489,Africa
Malta,1151.29734266,1999,77.3,Europe
Marshall Islands,388.65471546,1999,67.5048780488,Oceania
Mauritania,117.00684132,1999,59.9278780488,Africa
Mauritius,283.94421843,1999,70.9609756098,Africa
Mexico,460.69868299,1999,74.0392439024,North America
Moldova,103.73440357,1999,66.7347804878,Europe
Mongolia,145.357644,1999,62.4757560976,Asia
Montenegro,429.45977953,1999,73.2386341463,Europe
Morocco,136.47309694,1999,68.1392439024,Africa
Mozambique,24.28309686,1999,48.2548536585,Africa
Myanmar,14.73070334,1999,61.7489756098,Asia
Namibia,288.98904919,1999,56.1393414634,Africa
Nepal,67.19053246,1999,61.600097561,Asia
New Zealand,1524.74468259,1999,77.8902439024,Oceania
Nicaragua,139.64148798,1999,69.1902439024,North America
Niger,40.14439846,1999,49.9972195122,Africa
Nigeria,116.22646807,1999,46.4426829268,Africa
Norway,2790.56072786,1999,78.2829268293,Europe
Oman,1154.01650448,1999,71.9103902439,Asia
Pakistan,98.80432475,1999,62.5231463415,Asia
Panama,529.49513214,1999,74.9136585366,North America
Papua New Guinea,62.0129182,1999,58.4848780488,Oceania
Paraguay,334.66969323,1999,69.8125365854,South America
Peru,246.58568996,1999,70.030097561,South America
Philippines,103.57609258,1999,66.561902439,Asia
Poland,567.36830951,1999,73.043902439,Europe
Portugal,1326.93462321,1999,75.9634146341,Europe
Qatar,2417.21260752,1999,76.3770487805,Asia
Romania,227.75480814,1999,70.512195122,Europe
Rwanda,27.66612679,1999,46.2260731707,Africa
Samoa,176.33246012,1999,69.1370487805,Oceania
San Marino,2512.95215042,1999,80.5243902439,Europe
Saudi Arabia,1099.76318437,1999,72.2988536585,Asia
Senegal,66.25891642,1999,57.5082439024,Africa
Sierra Leone,93.19127342,1999,37.8125365854,Africa
Singapore,1090.73186946,1999,77.5512195122,Asia
Slovenia,1306.76929407,1999,75.0097560976,Europe
Solomon Islands,61.15352588,1999,62.1908780488,Oceania
South Africa,624.67057177,1999,57.1566829268,Africa
Spain,1454.97380025,1999,78.7170731707,Europe
Sri Lanka,135.20456132,1999,70.4018536585,Asia
Sudan,79.1096056,1999,57.6505853659,Africa
Suriname,671.74997975,1999,67.8864878049,South America
Swaziland,216.533987,1999,50.1564390244,Africa
Sweden,2130.40351776,1999,79.4414634146,Europe
Switzerland,3082.05062948,1999,79.5804878049,Europe
Tajikistan,33.39285145,1999,63.3636341463,Asia
Tanzania,37.42880706,1999,49.8066341463,Africa
Thailand,258.93866347,1999,70.4755609756,Asia
Togo,40.45593135,1999,53.5240243902,Africa
Tonga,178.6355019,1999,70.6250731707,Oceania
Trinidad and Tobago,610.65361278,1999,68.5515609756,North America
Tunisia,298.10654875,1999,72.5,Africa
Turkey,392.17235078,1999,69.4153902439,Asia
Turkmenistan,154.39783311,1999,63.7512195122,Asia
Uganda,62.78444125,1999,45.5649756098,Africa
Ukraine,207.2932007,1999,68.2134146341,Europe
United Arab Emirates,2177.63625617,1999,74.1871707317,Asia
United Kingdom,1675.41960758,1999,77.3902439024,Europe
United States,4521.68837276,1999,76.5829268293,North America
Uruguay,791.41876398,1999,74.4663414634,South America
Uzbekistan,104.07298108,1999,66.8333170732,Asia
Vanuatu,67.86480817,1999,67.1598292683,Oceania
Vietnam,91.81757848,1999,72.9135365854,Asia
Zambia,118.51885083,1999,42.8557804878,Africa
Albania,263.00226739,2000,74.2715365854,Europe
Algeria,278.0811557,2000,70.183902439,Africa
Angola,69.20173589,2000,45.2047804878,Africa
Antigua and Barbuda,631.65013611,2000,73.3972926829,North America
Argentina,837.50756875,2000,73.755804878,South America
Armenia,144.6637881,2000,71.2765853659,Asia
Australia,2298.60423839,2000,79.2341463415,Oceania
Austria,2914.05843415,2000,78.1268292683,Europe
Azerbaijan,163.67237014,2000,66.7582439024,Asia
Bahrain,1255.93061498,2000,74.5994878049,Asia
Bangladesh,30.35170574,2000,65.3479756098,Asia
Barbados,593.85278594,2000,73.2195121951,North America
Belarus,356.49303949,2000,68.912195122,Europe
Belgium,2249.1513156,2000,77.7219512195,Europe
Belize,219.3762079,2000,68.4188780488,North America
Benin,52.4596597,2000,55.1882439024,Africa
Bhutan,197.05742913,2000,60.6503902439,Asia
Bolivia,198.22676404,2000,60.6900487805,South America
Bosnia and Herzegovina,314.57271014,2000,74.2607317073,Europe
Botswana,381.38015898,2000,48.6936341463,Africa
Brazil,633.74758497,2000,70.0419756098,South America
Brunei Darussalam,1809.56388117,2000,75.288804878,Asia
Bulgaria,384.24339794,2000,71.6634146341,Europe
Burkina Faso,41.95065904,2000,50.3459268293,Africa
Burundi,28.14571736,2000,51.4854878049,Africa
Cambodia,63.72911176,2000,58.3508780488,Asia
Cameroon,85.34653046,2000,51.9358780488,Africa
Canada,2540.58806055,2000,79.2365853659,North America
Central African Republic,27.80788445,2000,44.5972926829,Africa
Chad,49.40686427,2000,47.5780731707,Africa
Chile,614.40995622,2000,76.8208292683,South America
Colombia,388.96835356,2000,70.9887073171,South America
Comoros,37.81337481,2000,59.438902439,Africa
Costa Rica,540.62920043,2000,77.4226829268,North America
Croatia,834.13202487,2000,72.807804878,Europe
Cuba,541.36498015,2000,76.644804878,North America
Cyprus,1113.97859416,2000,77.9716829268,Asia
Czech Republic,981.50329255,2000,74.9682926829,Europe
Denmark,2512.64806112,2000,76.5926829268,Europe
Djibouti,95.63839264,2000,57.0103414634,Africa
Dominican Republic,376.53224159,2000,70.6337317073,North America
Ecuador,197.84120623,2000,72.9441707317,South America
El Salvador,416.07938954,2000,68.7170487805,North America
Equatorial Guinea,248.81765457,2000,52.1086341463,Africa
Eritrea,56.64506248,2000,56.0250243902,Africa
Estonia,511.03770093,2000,70.4170731707,Europe
Ethiopia,21.41641274,2000,51.9303414634,Africa
Fiji,197.70633721,2000,67.6058536585,Oceania
Finland,1855.92763451,2000,77.4658536585,Europe
France,2554.75461798,2000,79.056097561,Europe
Gabon,401.76718251,2000,59.3394878049,Africa
Georgia,167.45660594,2000,71.6158292683,Asia
Germany,2692.82572715,2000,77.9268292683,Europe
Ghana,83.48217617,2000,56.987097561,Africa
Greece,1453.45016203,2000,77.887804878,Europe
Grenada,506.71246042,2000,70.2516097561,North America
Guatemala,251.88862919,2000,67.7427073171,North America
Guinea,31.01173621,2000,51.242902439,Africa
Guinea-Bissau,56.88217773,2000,51.4454390244,Africa
Guyana,235.7662679,2000,64.9731463415,South America
Haiti,83.53073855,2000,57.6760487805,North America
Honduras,182.69084935,2000,70.494195122,North America
Hungary,852.32559313,2000,71.2463414634,Europe
Iceland,2767.38769429,2000,79.6536585366,Europe
India,85.21068862,2000,62.6306341463,Asia
Indonesia,91.03987611,2000,66.2468780488,Asia
Israel,1761.71191189,2000,78.9536585366,Asia
Italy,2110.34022438,2000,79.7780487805,Europe
Jamaica,373.22211861,2000,72.3131707317,North America
Japan,1973.95447114,2000,81.076097561,Asia
Jordan,592.69454841,2000,71.7797560976,Asia
Kazakhstan,318.50075333,2000,65.5170731707,Asia
Kenya,80.11587906,2000,50.7851707317,Africa
Kiribati,113.93320391,2000,63.9506829268,Oceania
Kuwait,1478.10805283,2000,73.3137560976,Asia
Latvia,335.77549161,2000,70.3146341463,Europe
Lebanon,1061.17272599,2000,74.4317073171,Asia
Lesotho,89.28313858,2000,47.1829756098,Africa
Liberia,22.18496096,2000,52.4091219512,Africa
Libya,698.91296342,2000,70.5725365854,Africa
Lithuania,558.23853548,2000,72.0195121951,Europe
Luxembourg,4044.09903635,2000,77.8731707317,Europe
Madagascar,58.23268813,2000,58.472804878,Africa
Malawi,30.7742808,2000,44.0799268293,Africa
Malaysia,377.80655978,2000,72.8677804878,Asia
Maldives,301.92901417,2000,70.0597073171,Asia
Mali,64.44776307,2000,48.8964390244,Africa
Malta,1337.83487711,2000,78.2,Europe
Marshall Islands,509.46856134,2000,65.2390243902,Oceania
Mauritania,113.91170344,2000,60.0173902439,Africa
Mauritius,340.8216355,2000,71.6634146341,Africa
Mexico,499.7908418,2000,74.2997317073,North America
Moldova,122.6405326,2000,66.8900243902,Europe
Mongolia,181.64460036,2000,62.9138780488,Asia
Montenegro,477.195436,2000,73.1820487805,Europe
Morocco,147.10851832,2000,68.4976097561,Africa
Mozambique,28.48275432,2000,48.6866097561,Africa
Myanmar,19.9981348,2000,62.078,Asia
Namibia,296.14588927,2000,55.1207073171,Africa
Nepal,66.24999577,2000,62.3266341463,Asia
New Zealand,1613.91264962,2000,78.6365853659,Oceania
Nicaragua,148.44294959,2000,69.6580731707,North America
Niger,33.59646007,2000,50.6979512195,Africa
Nigeria,102.55060606,2000,46.624,Africa
Norway,3053.04351503,2000,78.6341463415,Europe
Oman,1081.11782889,2000,72.3565853659,Asia
Pakistan,83.38895911,2000,62.7731707317,Asia
Palau,1034.88156575,2000,70.4936585366,Oceania
Panama,617.84140022,2000,75.1019756098,North America
Papua New Guinea,58.64771376,2000,58.7992926829,Oceania
Paraguay,390.66379081,2000,70.0746829268,South America
Peru,248.96718539,2000,70.5074390244,South America
Philippines,107.52994045,2000,66.6821219512,Asia
Poland,583.68309568,2000,73.7487804878,Europe
Portugal,1638.44427841,2000,76.3146341463,Europe
Qatar,1928.90666515,2000,76.4955121951,Asia
Romania,247.73412911,2000,71.1634146341,Europe
Rwanda,26.74856183,2000,48.1923658537,Africa
Samoa,182.09803271,2000,69.4873170732,Oceania
San Marino,2651.14716045,2000,80.6195121951,Europe
Saudi Arabia,1186.4674001,2000,72.5262195122,Asia
Senegal,70.35792475,2000,57.765804878,Africa
Serbia,377.02672365,2000,71.5829268293,Europe
Sierra Leone,110.83314154,2000,38.6901463415,Africa
Singapore,1139.00388435,2000,77.9512195122,Asia
Slovenia,1452.94504883,2000,75.412195122,Europe
Solomon Islands,62.55442911,2000,62.8367317073,Oceania
South Africa,622.17225773,2000,55.8368780488,Africa
Spain,1546.57184721,2000,78.9658536585,Europe
Sri Lanka,150.50413254,2000,71.1063902439,Asia
Sudan,75.49916804,2000,57.9749756098,Africa
Suriname,735.72483711,2000,67.9291707317,South America
Swaziland,218.97235234,2000,48.6640731707,Africa
Sweden,2290.37911039,2000,79.643902439,Europe
Switzerland,3231.54853637,2000,79.6804878049,Europe
Tajikistan,43.61320193,2000,63.6952926829,Asia
Tanzania,38.72877668,2000,50.4653414634,Africa
Thailand,267.16525244,2000,70.6340731707,Asia
Togo,44.79612165,2000,53.4686829268,Africa
Tonga,173.65947425,2000,70.7604390244,Oceania
Trinidad and Tobago,585.38302531,2000,68.5964390244,North America
Tunisia,314.40024482,2000,72.6,Africa
Turkey,457.30820405,2000,69.9993414634,Asia
Turkmenistan,167.191684,2000,63.8992926829,Asia
Uganda,66.95202884,2000,46.4199756098,Africa
Ukraine,214.93427219,2000,67.8595121951,Europe
United Arab Emirates,2033.95767929,2000,74.4515365854,Asia
United Kingdom,1833.52820639,2000,77.7414634146,Europe
United States,4788.31156037,2000,76.6365853659,North America
Uruguay,797.94643587,2000,74.6859756098,South America
Uzbekistan,104.2748025,2000,66.9407804878,Asia
Vanuatu,73.48430273,2000,67.555,Oceania
Vietnam,99.33299136,2000,73.1485853659,Asia
Zambia,119.26664428,2000,43.4566829268,Africa
Zimbabwe,140.08930363,2000,41.6894390244,Africa
Albania,275.86678107,2001,74.7325609756,Europe
Algeria,323.07174002,2001,70.6017560976,Africa
Angola,137.88117252,2001,45.9731463415,Africa
Antigua and Barbuda,668.49262424,2001,73.607097561,North America
Argentina,824.02308724,2001,73.9603170732,South America
Armenia,154.79371188,2001,71.7558292683,Asia
Australia,2426.96434491,2001,79.6341463415,Oceania
Austria,2947.74335955,2001,78.5756097561,Europe
Azerbaijan,174.89404731,2001,67.1502926829,Asia
Bahrain,1366.53329742,2001,74.7818292683,Asia
Bangladesh,33.98057033,2001,65.9301707317,Asia
Barbados,626.28818103,2001,73.3839268293,North America
Belarus,415.2695275,2001,68.5073170732,Europe
Belgium,2371.45817508,2001,77.9731707317,Europe
Belize,258.7846253,2001,68.4441219512,North America
Benin,59.64439637,2001,55.4664878049,Africa
Bhutan,181.23705851,2001,61.5466341463,Asia
Bolivia,225.25392175,2001,61.259195122,South America
Bosnia and Herzegovina,338.76507576,2001,74.5009268293,Europe
Botswana,475.35777507,2001,48.6103170732,Africa
Brazil,661.78443278,2001,70.4596097561,South America
Brunei Darussalam,1867.91278177,2001,75.4832439024,Asia
Bulgaria,490.84303627,2001,71.7682926829,Europe
Burkina Faso,42.94740345,2001,50.7832195122,Africa
Burundi,28.51732101,2001,51.7248292683,Africa
Cambodia,67.15479317,2001,59.2472682927,Asia
Cameroon,93.27304682,2001,51.757195122,Africa
Canada,2745.80746324,2001,79.487804878,North America
Central African Republic,27.20537157,2001,44.3620731707,Africa
Chad,52.68886536,2001,47.5871219512,Africa
Chile,652.44339158,2001,77.1987073171,South America
Colombia,402.34120161,2001,71.2603902439,South America
Comoros,33.93095702,2001,59.5101463415,Africa
Costa Rica,558.38385136,2001,77.5708780488,North America
Croatia,872.93740291,2001,74.5129268293,Europe
Cuba,589.40030005,2001,76.8652195122,North America
Cyprus,1209.70787327,2001,78.1005609756,Asia
Czech Republic,1081.16451875,2001,75.1731707317,Europe
Denmark,2684.72281185,2001,76.7926829268,Europe
Djibouti,91.78066618,2001,57.0882439024,Africa
Dominican Republic,365.87009161,2001,70.8389268293,North America
Ecuador,236.14250855,2001,73.2304390244,South America
El Salvador,422.41063178,2001,69.0057073171,North America
Equatorial Guinea,262.33024119,2001,52.396804878,Africa
Eritrea,54.2664003,2001,56.5827804878,Africa
Estonia,510.30228129,2001,70.2585365854,Europe
Ethiopia,22.50991904,2001,52.5869268293,Africa
Fiji,174.3041531,2001,67.788,Oceania
Finland,1974.28142342,2001,77.9658536585,Europe
France,2727.90838056,2001,79.1585365854,Europe
Gabon,458.42645881,2001,59.1167073171,Africa
Georgia,204.68035638,2001,71.9182682927,Asia
Germany,2817.66360622,2001,78.3292682927,Europe
Ghana,103.48250705,2001,57.1476097561,Africa
Greece,1758.21966706,2001,78.387804878,Europe
Grenada,586.50242034,2001,70.4679268293,North America
Guatemala,331.118666,2001,68.2274878049,North America
Guinea,34.14676688,2001,51.246195122,Africa
Guinea-Bissau,52.2957388,2001,51.6018536585,Africa
Guyana,245.30201318,2001,65.1077560976,South America
Haiti,77.28875608,2001,57.9297804878,North America
Honduras,195.19473983,2001,70.7121219512,North America
Hungary,969.52970738,2001,72.2487804878,Europe
Iceland,2867.42234768,2001,80.6902439024,Europe
India,94.68935605,2001,63.0198536585,Asia
Indonesia,107.40435693,2001,66.4301219512,Asia
Israel,1880.8155158,2001,79.4073170732,Asia
Italy,2292.65297312,2001,80.1268292683,Europe
Jamaica,352.98923715,2001,72.4769512195,North America
Japan,2054.78528765,2001,81.4170731707,Asia
Jordan,643.30035715,2001,71.9563658537,Asia
Kazakhstan,308.75995499,2001,65.7682926829,Asia
Kenya,81.8396119,2001,50.8241463415,Africa
Kiribati,127.87918223,2001,64.172097561,Oceania
Kuwait,2123.59938113,2001,73.3856829268,Asia
Latvia,382.75750118,2001,70.7609756098,Europe
Lebanon,1088.13561113,2001,74.9221463415,Asia
Lesotho,102.79362305,2001,45.6716829268,Africa
Liberia,28.95187595,2001,52.5334634146,Africa
Libya,810.81466814,2001,70.7167804878,Africa
Lithuania,600.84038954,2001,71.6585365854,Europe
Luxembourg,4015.26042821,2001,77.8243902439,Europe
Madagascar,62.33640111,2001,59.1136097561,Africa
Malawi,24.34930452,2001,44.4586585366,Africa
Malaysia,425.42383632,2001,73.0433170732,Asia
Maldives,334.04497511,2001,71.0055853659,Asia
Mali,76.30685186,2001,49.4352439024,Africa
Malta,1355.49576094,2001,78.843902439,Europe
Mauritania,95.09831687,2001,60.1050731707,Africa
Mauritius,362.62487063,2001,71.7658536585,Africa
Mexico,542.78215394,2001,74.5334878049,North America
Moldova,140.31055551,2001,67.0660731707,Europe
Mongolia,209.98051735,2001,63.3763658537,Asia
Montenegro,555.21590442,2001,73.1879268293,Europe
Morocco,170.04678379,2001,68.872,Africa
Mozambique,29.01478806,2001,49.0702195122,Africa
Myanmar,22.08148144,2001,62.3989512195,Asia
Namibia,304.42570284,2001,54.4046829268,Africa
Nepal,68.96529956,2001,63.022195122,Asia
New Zealand,1712.02858843,2001,78.6926829268,Oceania
Nicaragua,150.3295859,2001,70.1274146341,North America
Niger,41.67479578,2001,51.3720243902,Africa
Nigeria,122.18986235,2001,46.8811707317,Africa
Norway,3274.08103217,2001,78.7853658537,Europe
Oman,1145.64906338,2001,72.7902195122,Asia
Pakistan,79.6327426,2001,63.0137073171,Asia
Panama,620.16719758,2001,75.2852926829,North America
Papua New Guinea,97.86701046,2001,59.1387560976,Oceania
Paraguay,365.30522335,2001,70.3398536585,South America
Peru,261.05887623,2001,70.9598780488,South America
Philippines,103.50956605,2001,66.8023902439,Asia
Poland,642.00154105,2001,74.2,Europe
Portugal,1697.13978663,2001,76.8146341463,Europe
Qatar,2312.42005276,2001,76.6074390244,Asia
Romania,279.76916443,2001,71.1609756098,Europe
Rwanda,29.71412247,2001,49.5076829268,Africa
Samoa,192.42187194,2001,69.8166097561,Oceania
San Marino,2811.72475354,2001,80.9731707317,Europe
Saudi Arabia,1257.07377087,2001,72.7166341463,Asia
Senegal,78.83990118,2001,58.1355609756,Africa
Serbia,427.93139764,2001,72.2341463415,Europe
Sierra Leone,87.92778686,2001,39.6454878049,Africa
Singapore,983.84543356,2001,78.2512195122,Asia
Slovenia,1582.88196996,2001,75.7585365854,Europe
Solomon Islands,80.98217337,2001,63.4656097561,Oceania
South Africa,663.40318292,2001,54.570804878,Africa
Spain,1646.34428037,2001,79.3682926829,Europe
Sri Lanka,151.79509952,2001,71.8778292683,Asia
Sudan,82.17867261,2001,58.3166341463,Africa
Suriname,678.11464951,2001,68.0119756098,South America
Swaziland,218.20544332,2001,47.434097561,Africa
Sweden,2506.82702371,2001,79.7951219512,Europe
Switzerland,3443.63805233,2001,80.1804878049,Europe
Tajikistan,47.76703884,2001,64.0748292683,Asia
Tanzania,50.72682338,2001,51.2807073171,Africa
Thailand,272.10400867,2001,70.8490487805,Asia
Togo,43.29873458,2001,53.5265853659,Africa
Tonga,217.81468741,2001,70.8985853659,Oceania
Trinidad and Tobago,655.47352659,2001,68.6489512195,North America
Tunisia,325.65136581,2001,72.8487804878,Africa
Turkey,447.80548252,2001,70.555804878,Asia
Turkmenistan,173.30897615,2001,64.026097561,Asia
Uganda,75.47322207,2001,47.4041463415,Africa
Ukraine,245.11924474,2001,68.2870731707,Europe
United Arab Emirates,2092.25601528,2001,74.7128780488,Asia
United Kingdom,2041.09117472,2001,77.9926829268,Europe
United States,5140.22936138,2001,76.8365853659,North America
Uruguay,747.27152153,2001,74.8960487805,South America
Uzbekistan,109.43805134,2001,67.0292682927,Asia
Vanuatu,72.68274282,2001,67.9347073171,Oceania
Vietnam,112.93654153,2001,73.3695853659,Asia
Zambia,114.74395239,2001,44.2724878049,Africa
Zimbabwe,126.6123552,2001,40.996804878,Africa
Afghanistan,75.98351391,2002,55.857195122,Asia
Albania,302.72911468,2002,75.1546097561,Europe
Algeria,332.46065159,2002,71.0148536585,Africa
Angola,103.88967134,2002,46.7117317073,Africa
Antigua and Barbuda,678.51311321,2002,73.8154390244,North America
Argentina,654.36016591,2002,74.1557804878,South America
Armenia,162.40248871,2002,72.2016097561,Asia
Australia,2593.62626036,2002,79.9365853659,Oceania
Austria,3136.01923869,2002,78.6780487805,Europe
Azerbaijan,193.69367686,2002,67.5610731707,Asia
Bahrain,1407.45380126,2002,74.9540731707,Asia
Bangladesh,36.93081276,2002,66.4781707317,Asia
Barbados,672.14656832,2002,73.5463170732,North America
Belarus,435.47297843,2002,68.056097561,Europe
Belgium,2548.32220498,2002,78.0756097561,Europe
Belize,261.26016416,2002,68.5443658537,North America
Benin,55.8088816,2002,55.8143170732,Africa
Bhutan,259.22606572,2002,62.4358292683,Asia
Bolivia,238.0877679,2002,61.8288292683,South America
Bosnia and Herzegovina,354.75041975,2002,74.6755853659,Europe
Botswana,570.63476985,2002,49.2434146341,Africa
Brazil,676.78749501,2002,70.8452439024,South America
Brunei Darussalam,1919.42363798,2002,75.6676829268,Asia
Bulgaria,574.77429899,2002,71.8658536585,Europe
Burkina Faso,47.61087507,2002,51.340195122,Africa
Burundi,30.48367392,2002,51.9282682927,Africa
Cambodia,74.37915712,2002,60.187,Asia
